subject	subject_activity	subject_location	subject_process	relation	object	object_activity	object_location	object_process	model	state
REACTO:R-HSA-169696	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-169696	GO:0005261	GO:0005789	GO:0008150	gomodel:R-HSA-2871809	development
REACTO:R-HSA-169696	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-169696	GO:0005261	GO:0005789	GO:0008150	gomodel:R-HSA-2871809	development
MGI:MGI:1341110	GO:0004016	GO:0005886	GO:0071377	RO:0002630	MGI:MGI:104878	GO:0030291	GO:0005829	GO:0071377	gomodel:636d9ce800000147	production
MGI:MGI:104878	GO:0030291	GO:0005829	GO:0071377	RO:0002630	MGI:MGI:97592	GO:0004691	GO:0005829	GO:0071377	gomodel:636d9ce800000147	production
MGI:MGI:2445031	GO:0106310		GO:0061987	RO:0002630	MGI:MGI:1343094	GO:0061733	GO:0005634	GO:0000432	gomodel:63a86a8600000288	production
MGI:MGI:1343094	GO:0061733	GO:0005634	GO:0000432	RO:0002629	MGI:MGI:1927999	GO:0001228	GO:0005634	GO:0000432	gomodel:63a86a8600000288	production
MGI:MGI:108398	GO:0061629	GO:0005634	GO:0000432	RO:0002629	MGI:MGI:1927999	GO:0001228	GO:0005634	GO:0000432	gomodel:63a86a8600000288	production
MGI:MGI:1927999	GO:0001228	GO:0005634	GO:0000432	RO:0002407	MGI:MGI:108451	GO:0003989	GO:0005829	GO:0008610	gomodel:63a86a8600000288	production
MGI:MGI:2445031	GO:0106310		GO:0061987	RO:0002630	MGI:MGI:108451	GO:0003989	GO:0005829	GO:0008610	gomodel:63a86a8600000288	production
MGI:MGI:1927999	GO:0001228	GO:0005634	GO:0000432	RO:0002407	MGI:MGI:95485	GO:0004312	GO:0005829	GO:0008610	gomodel:63a86a8600000288	production
MGI:MGI:2445031	GO:0106310		GO:0061987	RO:0002630	MGI:MGI:95485	GO:0004312	GO:0005829	GO:0008610	gomodel:63a86a8600000288	production
MGI:MGI:1339639	GO:0097363	GO:0005634	GO:0000432	RO:0002629	MGI:MGI:1927999	GO:0001228	GO:0005634	GO:0000432	gomodel:63a86a8600000805	production
MGI:MGI:108398	GO:0061629	GO:0005634	GO:0000432	RO:0002629	MGI:MGI:1927999	GO:0001228	GO:0005634	GO:0000432	gomodel:63a86a8600000805	production
MGI:MGI:1927999	GO:0001228	GO:0005634	GO:0000432	RO:0002407	MGI:MGI:108451	GO:0003989	GO:0005829	GO:0008610	gomodel:63a86a8600000805	production
MGI:MGI:1927999	GO:0001228	GO:0005634	GO:0000432	RO:0002407	MGI:MGI:95485	GO:0004312	GO:0005829	GO:0008610	gomodel:63a86a8600000805	production
MGI:MGI:96963	GO:0070573	GO:0005886	GO:0140448	RO:0002304	MGI:MGI:98724	GO:0048018	GO:0005615	GO:0007173	gomodel:6197061700001622	production
MGI:MGI:1096335	GO:0070573	GO:0005886	GO:0140448	RO:0002304	MGI:MGI:98724	GO:0048018	GO:0005615	GO:0007173	gomodel:6197061700001622	production
MGI:MGI:98724	GO:0048018	GO:0005615	GO:0007173	RO:0002629	MGI:MGI:95294	GO:0004714	GO:0005886	GO:0007173	gomodel:6197061700001622	production
MGI:MGI:1274789	GO:0004801	GO:0005829	GO:1901159	RO:0002413	MGI:MGI:105992	GO:0004802	GO:0005829	GO:1901159	gomodel:635b1e3e00000433	production
MGI:MGI:98797	GO:0004807	GO:0005829	GO:0061621	RO:0002413	MGI:MGI:105992	GO:0004802	GO:0005829	GO:1901159	gomodel:635b1e3e00000433	production
MGI:MGI:95797	GO:0004347	GO:0005829	GO:0061621	RO:0002413	MGI:MGI:1274789	GO:0004801	GO:0005829	GO:1901159	gomodel:635b1e3e00000433	production
UniProtKB:Q96J02	GO:0061630	GO:0005886	GO:0031623	RO:0002630	UniProtKB:P61073	GO:0038147		GO:0038160	gomodel:62b4ffe300003746	production
REACTO:R-HSA-74211	GO:0003999	GO:0005829	GO:0043101	RO:0002413	REACTO:R-HSA-500235	GO:0003876	GO:0005829	GO:0043101	gomodel:R-HSA-74217	development
REACTO:R-HSA-111408	GO:0070626	GO:0005829		RO:0002411	REACTO:R-HSA-500235	GO:0003876	GO:0005829	GO:0043101	gomodel:R-HSA-74217	development
REACTO:R-HSA-169696	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-169696	GO:0005261	GO:0005789	GO:0008150	gomodel:R-HSA-5218921	development
REACTO:R-HSA-169696	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-169696	GO:0005261	GO:0005789	GO:0008150	gomodel:R-HSA-5218921	development
REACTO:R-HSA-61459	GO:0004674	GO:0005886	GO:0008150	RO:0002413	REACTO:R-HSA-5218754	GO:0004697	GO:0005829	GO:0008150	gomodel:R-HSA-5218921	development
REACTO:R-HSA-61459	GO:0004674	GO:0005886	GO:0008150	RO:0002629	REACTO:R-HSA-5218754	GO:0004697	GO:0005829	GO:0008150	gomodel:R-HSA-5218921	development
REACTO:R-HSA-5218758	GO:0004697	GO:0005829	GO:0008150	RO:0002629	REACTO:R-HSA-5218716	GO:0017050	GO:0005829	GO:0008150	gomodel:R-HSA-5218921	development
REACTO:R-HSA-69996	GO:0034602	GO:0005759	GO:0006099	RO:0002413	REACTO:R-HSA-156625	GO:0004775	GO:0005759	GO:0006099	gomodel:R-HSA-71403	development
REACTO:R-HSA-70999	GO:0004494	GO:0005759		RO:0002411	REACTO:R-HSA-156625	GO:0004775	GO:0005759	GO:0006099	gomodel:R-HSA-71403	development
REACTO:R-HSA-70965	GO:0004449	GO:0005759	GO:0006099	RO:0002413	REACTO:R-HSA-69996	GO:0034602	GO:0005759	GO:0006099	gomodel:R-HSA-71403	development
REACTO:R-HSA-69996	GO:0034602	GO:0005759	GO:0006099	RO:0002413	REACTO:R-HSA-156627	GO:0004776	GO:0005759	GO:0006099	gomodel:R-HSA-71403	development
REACTO:R-HSA-70999	GO:0004494	GO:0005759		RO:0002411	REACTO:R-HSA-156627	GO:0004776	GO:0005759	GO:0006099	gomodel:R-HSA-71403	development
UniProtKB:P12544	GO:0004252	GO:0005737	GO:0140507,GO:0051604	RO:0002629	UniProtKB:Q8TAX9-1	GO:1901612		GO:1902483,GO:0051873,GO:0050829	gomodel:6348a65d00000661	production
UniProtKB:P18014	GO:0061630	GO:0030430	GO:0006511	RO:0002630	UniProtKB:Q8TAX9-1	GO:1901612		GO:1902483,GO:0051873,GO:0050829	gomodel:6348a65d00000661	production
REACTO:R-HSA-419512	GO:0004588	GO:0005829	GO:0046134	RO:0002413	REACTO:R-HSA-419512	GO:0004590	GO:0005829	GO:0046134	gomodel:R-HSA-500753	development
UniProtKB:Q14839	GO:0003714	CL:0000764	GO:0010629	RO:0002305	UniProtKB:P69891	GO:0005344	CL:0000232	GO:0015671	gomodel:6197061700001485	production
UniProtKB:Q14839	GO:0003714	CL:0000764	GO:0010629	RO:0002305	UniProtKB:P69892	GO:0005344	CL:0000232	GO:0015671	gomodel:6197061700001485	production
UniProtKB:Q86VK4	GO:0003700	CL:0000764	GO:0045944	RO:0002629	UniProtKB:Q14839	GO:0003714	CL:0000764	GO:0010629	gomodel:6197061700001485	production
MGI:MGI:1917723	GO:0030674	GO:0005829	GO:0007189	RO:0002629	MGI:MGI:2152972	GO:0003674		GO:0030073	gomodel:62f58d8800004529	production
MGI:MGI:1341110	GO:0004016	GO:0005829	GO:0007189	RO:0002630	MGI:MGI:104878	GO:0004862		GO:0007189	gomodel:62f58d8800004803	production
WB:WBGene00006959	GO:0000977	WBbt:0003679	GO:0036498	RO:0002304	WB:WBGene00006752	GO:0017075	GO:0048786	GO:0016079	gomodel:5b528b1100000489	production
UniProtKB:P68707	GO:0140311	GO:0042025	GO:0039644	RO:0002630	UniProtKB:Q92793	GO:0004402	GO:0005634	GO:0038061	gomodel:62b4ffe300005283	production
UniProtKB:Q92793	GO:0004402	GO:0005634	GO:0038061	RO:0002629	UniProtKB:Q04206	GO:0003700	GO:0000785	GO:0038061	gomodel:62b4ffe300005283	production
UniProtKB:P25963	GO:0140311	GO:0005737	GO:0038061	RO:0002630	UniProtKB:Q04206	GO:0003700	GO:0000785	GO:0038061	gomodel:62b4ffe300005283	production
REACTO:R-HSA-1498821	GO:0004622	GO:0005789	GO:0046475	RO:0002413	REACTO:R-HSA-6814136	GO:0047389	GO:0005789	GO:0046475	gomodel:R-HSA-6814848	development
REACTO:R-HSA-6814769	GO:0004622	GO:0005789	GO:0046475	RO:0002413	REACTO:R-HSA-6814136	GO:0047389	GO:0005789	GO:0046475	gomodel:R-HSA-6814848	development
REACTO:R-HSA-6814775	GO:0004622	GO:0005789	GO:0046475	RO:0002413	REACTO:R-HSA-6814136	GO:0047389	GO:0005789	GO:0046475	gomodel:R-HSA-6814848	development
REACTO:R-HSA-5676630	GO:0018812	GO:0005789	GO:0035338	RO:0002411	REACTO:R-HSA-4127425	GO:0017099	GO:0005789	GO:0035338	gomodel:R-HSA-75876	development
REACTO:R-HSA-70594	GO:0047801	GO:0005759	GO:0000098	RO:0002413	REACTO:R-HSA-9012720	GO:0016784	GO:0005759	GO:0000098	gomodel:R-HSA-1614558	development
REACTO:R-HSA-1614609	GO:0017172	GO:0005829	GO:0019448	RO:0002411	REACTO:R-HSA-1655430	GO:0004782	GO:0005829	GO:0000098	gomodel:R-HSA-1614558	development
REACTO:R-HSA-1655430	GO:0004782	GO:0005829	GO:0000098	RO:0002413	REACTO:R-HSA-1655455	GO:0047822	GO:0005829	GO:0000098	gomodel:R-HSA-1614558	development
REACTO:R-HSA-6814156	GO:0047800	GO:0005829	GO:0000098	RO:0002413	REACTO:R-HSA-1655455	GO:0047822	GO:0005829	GO:0000098	gomodel:R-HSA-1614558	development
REACTO:R-HSA-6787755	GO:0016831	GO:0005829	GO:0000098	RO:0002413	REACTO:R-HSA-1655455	GO:0047822	GO:0005829	GO:0000098	gomodel:R-HSA-1614558	development
REACTO:R-HSA-163535	GO:0004806	GO:0005811	GO:0019433	RO:0002413	REACTO:R-HSA-163535	GO:0016298	GO:0005811	GO:0019433	gomodel:R-HSA-163560	development
REACTO:R-HSA-111920	GO:0004674	GO:0005829	GO:0019433	RO:0002413	REACTO:R-HSA-163538	GO:0004722	GO:0005829	GO:0019433	gomodel:R-HSA-163560	development
REACTO:R-HSA-163535	GO:0016298	GO:0005811	GO:0019433	RO:0002413	REACTO:R-HSA-163567	GO:0047372	GO:0005811	GO:0019433	gomodel:R-HSA-163560	development
REACTO:R-HSA-169696	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-169696	GO:0005261	GO:0005789	GO:0008150	gomodel:R-HSA-5607763	development
REACTO:R-HSA-169696	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-169696	GO:0005261	GO:0005789	GO:0008150	gomodel:R-HSA-5607763	development
REACTO:R-HSA-2046069	GO:0016213	GO:0005789	GO:0036109	RO:0002413	REACTO:R-HSA-382566	GO:0005324	GO:0005778	GO:0036109	gomodel:R-HSA-2046106	development
REACTO:R-HSA-2046069	GO:0016213	GO:0005789	GO:0036109	RO:0002413	REACTO:R-HSA-5676214	GO:0009922	GO:0005789	GO:0036109	gomodel:R-HSA-2046106	development
REACTO:R-HSA-5676214	GO:0009922	GO:0005789	GO:0036109	RO:0002413	REACTO:R-HSA-400122	GO:0045485	GO:0005789	GO:0036109	gomodel:R-HSA-2046106	development
REACTO:R-HSA-2046072	GO:0009922	GO:0005789	GO:0036109	RO:0002413	REACTO:R-HSA-548677	GO:0009922	GO:0005789	GO:0036109	gomodel:R-HSA-2046106	development
REACTO:R-HSA-382566	GO:0005324	GO:0005778	GO:0036109	RO:0002413	REACTO:R-HSA-390232	GO:0003997	GO:0005782	GO:0036109	gomodel:R-HSA-2046106	development
REACTO:R-HSA-6799192	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-6799192	GO:0008137	GO:0005743	GO:0006120	gomodel:R-HSA-163210	development
REACTO:R-HSA-169696	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-169696	GO:0005261	GO:0005789	GO:0008150	gomodel:R-HSA-2029485	development
REACTO:R-HSA-169696	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-169696	GO:0005261	GO:0005789	GO:0008150	gomodel:R-HSA-2029485	development
REACTO:R-HSA-1474144	GO:0003934	GO:0005829	GO:0046146	RO:0002413	REACTO:R-HSA-1475058	GO:0003874	GO:0005829	GO:0046146	gomodel:R-HSA-1474151	development
REACTO:R-HSA-418377	GO:0004692	GO:0005829	GO:0046146	RO:0002629	REACTO:R-HSA-1475058	GO:0003874	GO:0005829	GO:0046146	gomodel:R-HSA-1474151	development
REACTO:R-HSA-1475058	GO:0003874	GO:0005829	GO:0046146	RO:0002413	REACTO:R-HSA-1497817	GO:0004757	GO:0005829	GO:0046146	gomodel:R-HSA-1474151	development
REACTO:R-HSA-418377	GO:0004692	GO:0005829	GO:0046146	RO:0002629	REACTO:R-HSA-1497817	GO:0004757	GO:0005829	GO:0046146	gomodel:R-HSA-1474151	development
REACTO:R-HSA-1497817	GO:0004757	GO:0005829	GO:0046146	RO:0002413	REACTO:R-HSA-1497822	GO:0004146	GO:0005829	GO:0046146	gomodel:R-HSA-1474151	development
FB:FBgn0003256	GO:0004707	GO:0005829	GO:0007173	RO:0002630	FB:FBgn0262582	GO:0001227	GO:0005634	GO:0007173,GO:0000122	gomodel:60ad85f700001873	production
FB:FBgn0003256	GO:0004707	GO:0005829	GO:0007173	RO:0002630	FB:FBgn0001139	GO:0003714	GO:0005634	GO:0007173,GO:0000122	gomodel:60ad85f700001873	production
FB:FBgn0000382	GO:0005068	GO:0005737	GO:0007173	RO:0002629	FB:FBgn0001965	GO:0005085	GO:0031234	GO:0007173	gomodel:60ad85f700001873	production
FB:FBgn0015296	GO:0005154		GO:0007173	RO:0002629	FB:FBgn0001965	GO:0005085	GO:0031234	GO:0007173	gomodel:60ad85f700001873	production
FB:FBgn0004638	GO:0030159		GO:0007173	RO:0002629	FB:FBgn0001965	GO:0005085	GO:0031234	GO:0007173	gomodel:60ad85f700001873	production
UniProtKB:Q6NYC1	GO:0070815	GO:0005634	GO:0032463,GO:0140694	RO:0002630	UniProtKB:Q6ZQX7	GO:0140693	GO:0005730	GO:0140694	gomodel:63f809ec00001167	production
REACTO:R-HSA-449832	GO:0004713	GO:0005886	GO:0019221	RO:0002413	REACTO:R-HSA-6784339	GO:0004714	GO:0005886	GO:0019221	gomodel:R-HSA-6783783	development
REACTO:R-HSA-449832	GO:0004713	GO:0005886	GO:0019221	RO:0002629	REACTO:R-HSA-6784339	GO:0004714	GO:0005886	GO:0019221	gomodel:R-HSA-6783783	development
REACTO:R-HSA-6797657	GO:0047865	GO:0005759	GO:0042426	RO:0002413	REACTO:R-HSA-6797933	GO:0008480	GO:0005759	GO:0042426	gomodel:R-HSA-6798163	development
REACTO:R-HSA-6798195	GO:0008812	GO:0005743	GO:0042426	RO:0002413	REACTO:R-HSA-508562	GO:0008802	GO:0005759	GO:0042426	gomodel:R-HSA-6798163	development
REACTO:R-HSA-6798157	GO:0015220	GO:0005741	GO:0042426	RO:0002413	REACTO:R-HSA-6798195	GO:0008812	GO:0005743	GO:0042426	gomodel:R-HSA-6798163	development
MGI:MGI:1914346	GO:0016491	CL:0002563,EMAPA:32764,GO:0005829	GO:0009235	RO:0002413	MGI:MGI:1923786	GO:0140104	CL:0002563,EMAPA:32764,GO:0005829	GO:0009235	gomodel:613aae0000000500	production
MGI:MGI:894292	GO:0008705	CL:0002563,EMAPA:32764,GO:0005829	GO:0009235	RO:0002413	MGI:MGI:1891037	GO:0030586	CL:0002563,EMAPA:32764,GO:0005829	GO:0009235	gomodel:613aae0000000500	production
MGI:MGI:1923786	GO:0140104	CL:0002563,EMAPA:32764,GO:0005829	GO:0009235	RO:0002413	MGI:MGI:894292	GO:0008705	CL:0002563,EMAPA:32764,GO:0005829	GO:0009235	gomodel:613aae0000000500	production
MGI:MGI:1891037	GO:0030586	CL:0002563,EMAPA:32764,GO:0005829	GO:0009235	RO:0002413	MGI:MGI:894292	GO:0008705	EMAPA:32764,CL:0002563,GO:0005829	GO:0009235	gomodel:613aae0000000500	production
MGI:MGI:95654	GO:0004637	GO:0005829	GO:0006177	RO:0002413	MGI:MGI:95654	GO:0004644	GO:0005829	GO:0006177	gomodel:60ad85f700003015	production
MGI:MGI:2684864	GO:0004642		GO:0006177	RO:0002413	MGI:MGI:95654	GO:0004641	GO:0005829	GO:0006177	gomodel:60ad85f700003015	production
REACTO:R-HSA-194173	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-194173	GO:0008508	GO:0005886	GO:0015721	gomodel:R-HSA-159418	development
REACTO:R-HSA-140734	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-140734	GO:0004252	GO:0005886	GO:0007598	gomodel:R-HSA-140834	development
MGI:MGI:97591	GO:0004743		GO:0006096	RO:0002413	MGI:MGI:96764	GO:0004459	GO:0005829	GO:0042867	gomodel:633b013300001238	production
REACTO:R-HSA-180582	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-180582	GO:0061630	GO:0005829	GO:0008150	gomodel:R-HSA-9755511	development
REACTO:R-HSA-58200	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-58200	GO:0004697	GO:0005829	GO:0008150	gomodel:R-HSA-9755511	development
REACTO:R-HSA-201711	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-201711	GO:0004674	GO:0005829	GO:0008150	gomodel:R-HSA-9755511	development
MGI:MGI:109548	GO:0070573	GO:0005886	GO:0140448	RO:0002304	MGI:MGI:99439	GO:0048018	GO:0005615	GO:0007173	gomodel:6197061700001879	production
MGI:MGI:99439	GO:0048018	GO:0005615	GO:0007173	RO:0002629	MGI:MGI:95294	GO:0004714	GO:0005886	GO:0007173	gomodel:6197061700001879	production
MGI:MGI:1860765	GO:0016500	CL:0000082,GO:0005886	GO:1900016,GO:0050728	RO:0002305	MGI:MGI:1924375	GO:0005125	GO:0005615	GO:0050729	gomodel:6348a65d00000724	production
MGI:MGI:1860765	GO:0016500	CL:0000082,GO:0005886	GO:1900016,GO:0050728	RO:0002305	MGI:MGI:1855696	GO:0005125	GO:0005615	GO:0050729	gomodel:6348a65d00000724	production
UniProtKB:Q9GZX6	GO:0005125	CL:0000624,GO:0005615	GO:0050728	RO:0002629	UniProtKB:Q8N6P7	GO:0042018	CL:0000082,GO:0005886	GO:0050728	gomodel:6348a65d00000848	production
UniProtKB:Q8N6P7	GO:0042018	CL:0000082,GO:0005886	GO:0050728	RO:0002407	UniProtKB:P40763	GO:0000981	CL:0000082,GO:0005634	GO:0050728	gomodel:6348a65d00000848	production
UniProtKB:P40763	GO:0000981	CL:0000082,GO:0005634	GO:0050728	RO:0002407	UniProtKB:Q06141	GO:0005179	GO:0005615,CL:0000082	GO:0050728	gomodel:6348a65d00000848	production
UniProtKB:P11207	GO:1990756		GO:0039564	RO:0002629	UniProtKB:Q16531	GO:0097602		GO:0045732	gomodel:62f58d8800001316	production
UniProtKB:Q13619	GO:0031625		GO:0045732	RO:0002629	UniProtKB:P62877	GO:0061630		GO:0045732	gomodel:62f58d8800001316	production
UniProtKB:Q16531	GO:0097602		GO:0045732	RO:0002629	UniProtKB:Q13619	GO:0031625		GO:0045732	gomodel:62f58d8800001316	production
REACTO:R-HSA-5358368	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-5358368	GO:0090560	GO:0005829	GO:0017183	gomodel:R-HSA-5358493	development
REACTO:R-HSA-69253	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-69253	GO:0004713	GO:0005654	GO:0008150	gomodel:R-HSA-69656	development
UniProtKB:Q9NXF8	GO:0019706	GO:0005794	GO:0072659,GO:0050847	RO:0002629	UniProtKB:P06401	GO:0004930	GO:0005886	GO:0050847	gomodel:62900b6400002720	production
MGI:MGI:96083	GO:0048018	GO:0005615	GO:0038133	RO:0002629	MGI:MGI:95411	GO:0038023	GO:0005886	GO:0038133	gomodel:6197061700003523	production
MGI:MGI:95411	GO:0038023	GO:0005886	GO:0038133	RO:0002629	MGI:MGI:95410	GO:0004713	GO:0005886	GO:0038133	gomodel:6197061700003523	production
REACTO:R-HSA-55915	GO:0004252	GO:0005829	GO:1900740	RO:0002413	REACTO:R-HSA-60306	GO:0019107	GO:0005829	GO:1900740	gomodel:R-HSA-75108	development
REACTO:R-HSA-139950	GO:0004197	GO:0005829	GO:1900740	RO:0002413	REACTO:R-HSA-60306	GO:0019107	GO:0005829	GO:1900740	gomodel:R-HSA-75108	development
REACTO:R-HSA-68465	GO:0017108	GO:0005654	GO:0032201	RO:0002411	REACTO:R-HSA-54745	GO:0017108	GO:0005654	GO:0032201	gomodel:R-HSA-174437	development
REACTO:R-HSA-54745	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-54745	GO:0017108	GO:0005654	GO:0032201	gomodel:R-HSA-174437	development
REACTO:R-HSA-2161178	GO:0062154	GO:0005829	GO:0006805	RO:0002413	REACTO:R-HSA-9767994	GO:0050145	GO:0005829	GO:0006805	gomodel:R-HSA-2161541	development
REACTO:R-HSA-109318	GO:0050146	GO:0005829	GO:0006805	RO:0002413	REACTO:R-HSA-9767994	GO:0050145	GO:0005829	GO:0006805	gomodel:R-HSA-2161541	development
REACTO:R-HSA-9767994	GO:0050145	GO:0005829	GO:0006805	RO:0002413	REACTO:R-HSA-70495	GO:0004550	GO:0005829	GO:0006805	gomodel:R-HSA-2161541	development
REACTO:R-HSA-5651800	GO:0003887	GO:0005654	GO:0008150	RO:0002413	REACTO:R-HSA-5690475	GO:0003909	GO:0005654	GO:0008150	gomodel:R-HSA-6782210	development
REACTO:R-HSA-180582	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-180582	GO:0061630	GO:0005829	GO:0008150	gomodel:R-HSA-8951664	development
MGI:MGI:2180337	GO:0003730	CL:0000654,GO:0005737	GO:0001556	RO:0002629	MGI:MGI:2180337	GO:0140693	GO:0043232,CL:0000654	GO:0001556,GO:0140694	gomodel:635b1e3e00002287	production
MGI:MGI:2180337	GO:0140693	CL:0000654,GO:0043232	GO:0001556,GO:0140694	RO:0002629	MGI:MGI:2180337	GO:0140610	CL:0000654,GO:0043232	GO:0001556,GO:0048255,GO:0017148	gomodel:635b1e3e00002287	production
UniProtKB:P98177	GO:0003700	GO:0005634	GO:0006979	RO:0002407	UniProtKB:Q14258	GO:0061630	GO:0010494	GO:0070936,GO:0006979	gomodel:63f809ec00000152	production
UniProtKB:Q14258	GO:0061630	GO:0010494	GO:0070936,GO:0006979	RO:0002630	UniProtKB:Q14145	GO:1990756	GO:0005737	GO:0034599	gomodel:63f809ec00000152	production
UniProtKB:Q14145	GO:1990756	GO:0005737	GO:0034599	RO:0002630	UniProtKB:Q16236	GO:0003700	GO:0005634	GO:0006979	gomodel:63f809ec00000152	production
UniProtKB:P14222	GO:0022829	GO:0005886	GO:0071806,GO:0017038	RO:0002304	UniProtKB:P10144	GO:0004252	GO:0005737	GO:0051604,GO:0140507	gomodel:61e0e55600001659	production
REACTO:R-HSA-1971496	GO:0047238	GO:0000139	GO:0030206	RO:0002413	REACTO:R-HSA-1971467	GO:0050510	GO:0000139	GO:0030206	gomodel:R-HSA-2022870	development
REACTO:R-HSA-1971496	GO:0047238	GO:0000139	GO:0030206	RO:0002413	REACTO:R-HSA-1971431	GO:0050510	GO:0000139	GO:0030206	gomodel:R-HSA-2022870	development
REACTO:R-HSA-74011	GO:0005221	GO:0005886	GO:0016056	RO:0002413	REACTO:R-HSA-74129	GO:0008273	GO:0005886	GO:0016056	gomodel:R-HSA-2485179	development
MGI:MGI:104771	GO:0005006	GO:0005886	GO:0038135	RO:0002629	MGI:MGI:95410	GO:0004713	GO:0005886	GO:0038135	gomodel:6197061700000616	production
MGI:MGI:96070	GO:0048018	GO:0005615	GO:0038135	RO:0002629	MGI:MGI:104771	GO:0005006	GO:0005886	GO:0038135	gomodel:6197061700000616	production
FB:FBgn0010303	GO:0008545		GO:0033209	RO:0002629	FB:FBgn0000229	GO:0004705	GO:0005737	GO:0033209	gomodel:60d5209a00000233	production
REACTO:R-HSA-1474144	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-1474144	GO:0003934	GO:0005829	GO:0046146	gomodel:R-HSA-1474151	development
REACTO:R-HSA-1474144	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-1474144	GO:0003934	GO:0005829	GO:0046146	gomodel:R-HSA-1474151	development
REACTO:R-HSA-158392	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-158392	GO:0004252	GO:0005886	GO:0007597	gomodel:R-HSA-140837	development
UniProtKB:O15379	GO:0033558		GO:0006476	RO:0002630	UniProtKB:Q92993	GO:0061733	GO:0005634	GO:0018393	gomodel:617b481400000793	production
UniProtKB:Q96EB6	GO:0034979		GO:0006476	RO:0002630	UniProtKB:Q92993	GO:0061733	GO:0005634	GO:0018393	gomodel:617b481400000793	production
REACTO:R-HSA-6786756	GO:0004713		GO:0019221	RO:0002629	REACTO:R-HSA-9604751	GO:0004713	GO:0005886	GO:0019221	gomodel:R-HSA-9607240	development
REACTO:R-HSA-8849220	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-8849220	GO:0004252	GO:0005886	GO:0048012	gomodel:R-HSA-8852405	development
REACTO:R-HSA-54745	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-54745	GO:0017108	GO:0005654	GO:0032201	gomodel:R-HSA-174414	development
REACTO:R-HSA-5215960	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-5215960	GO:0051119	GO:0005886	GO:0008645	gomodel:R-HSA-189200	development
REACTO:R-HSA-70400	GO:0005488		GO:0008150	RO:0002630	REACTO:R-HSA-70400	GO:0055056	GO:0005886	GO:1904659	gomodel:R-HSA-189200	development
REACTO:R-HSA-70400	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-70400	GO:0055056	GO:0005886	GO:1904659	gomodel:R-HSA-189200	development
REACTO:R-HSA-173554	GO:0005488		GO:0008150	RO:0002629	REACTO:R-HSA-173554	GO:0004252	GO:0005886	GO:0006958	gomodel:R-HSA-173623	development
MGI:MGI:2387203	GO:0004044		GO:0006177	RO:0002413	MGI:MGI:95654	GO:0004637	GO:0005829	GO:0006177	gomodel:60ad85f700003015	production
UniProtKB:Q06141	GO:0005179	GO:0005615,CL:0000082	GO:0050728	RO:0002629	UniProtKB:O43909	GO:0016500	CL:0000082,GO:0005886	GO:1900016,GO:0050728	gomodel:6348a65d00000848	production
REACTO:R-HSA-71545	GO:0004135	GO:0005829	GO:0005980	RO:0002411	REACTO:R-HSA-453340	GO:0008184	GO:0005829	GO:0005980	gomodel:R-HSA-70221	development
REACTO:R-HSA-71534	GO:0004689	GO:0005829	GO:0005980	RO:0002629	REACTO:R-HSA-71586	GO:0008184	GO:0005829	GO:0005980	gomodel:R-HSA-70221	development
UniProtKB:O43909	GO:0016500	CL:0000082,GO:0005886	GO:1900016,GO:0050728	RO:0002305	UniProtKB:O95760	GO:0005125	GO:0005615	GO:0050729	gomodel:6348a65d00000848	production
UniProtKB:O43909	GO:0016500	CL:0000082,GO:0005886	GO:1900016,GO:0050728	RO:0002305	UniProtKB:Q969D9	GO:0005125	GO:0005615	GO:0050729	gomodel:6348a65d00000848	production
REACTO:R-HSA-198703	GO:0004674	GO:0005654	GO:0008150	RO:0002411	REACTO:R-HSA-3772127	GO:0004674	GO:0005654	GO:0008150	gomodel:R-HSA-2559580	development
UniProtKB:P04487	GO:0004175	GO:0030430	GO:0039521	RO:0002629	UniProtKB:Q14790	GO:0004197	GO:0005737	GO:0097191	gomodel:632cf60a00000522	production
